"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Wfs1",4.04113217584547e-108,0.146602874407184,0.373,0.115,2.11460323365466e-103
"Ehd3",4.33917430451185e-108,0.0610413511182051,0.358,0.104,2.27055973832192e-103
"Map2k1",4.69831823493058e-108,0.0876159794973016,0.304,0.074,2.45848898279213e-103
"Spats2",4.94485386223257e-108,0.173679598411619,0.835,0.41,2.58749368049044e-103
"Eci1",5.2913120503097e-108,0.162005625069861,0.254,0.047,2.76878485656556e-103
"Ociad2",5.64907312910736e-108,0.0843337165766888,0.384,0.118,2.95599049626801e-103
"Sod2",6.08876948373772e-108,0.184151562965142,0.746,0.344,3.18607040775543e-103
"Naf1",8.28305279280759e-108,0.148102751669042,0.256,0.049,4.33427303489243e-103
"Pgrmc1",8.65674068468712e-108,0.0321125947097984,0.4,0.127,4.52981269807623e-103
"Tfpt",8.85585954680845e-108,0.169386126109222,0.202,0.02,4.63400562505846e-103
"Nhlh2",9.46215478571187e-108,0.180079694232565,0.579,0.245,4.95126173471945e-103
"Mrpl13",1.05959288292965e-107,0.0680642875889063,0.359,0.105,5.54453167850596e-103
"Pyurf",1.40746528504284e-107,0.17685505852152,0.211,0.025,7.36484359704368e-103
"Tnks",1.88929734715299e-107,0.0795783005053163,0.63,0.262,9.88612622844746e-103
"Cpe",2.07526209166476e-107,0.19946072086538,0.946,0.552,1.08592239470542e-102
"Vars",3.14838755102461e-107,0.17418870016298,0.279,0.062,1.64745675382465e-102
"Sacm1l",3.55311391190601e-107,0.1242502439377,0.354,0.103,1.85923791668306e-102
"Pnkp",4.39001900328219e-107,0.133449447531857,0.271,0.057,2.29716524384747e-102
"Tcta",4.8609643060004e-107,0.114866161017807,0.283,0.063,2.54359679240083e-102
"Abce1",5.77954263691885e-107,0.0915447526922706,0.327,0.088,3.02426127562053e-102
"Kcnab2",6.62524852192592e-107,0.144307875257161,0.271,0.058,3.46679379406817e-102
"Stx4a",6.79184718146239e-107,0.0801621687263143,0.372,0.113,3.55396987464383e-102
"Vmn2r53",7.8802120840217e-107,-2.34822308122392,0.473,0.517,4.12347857720603e-102
