"setA","setB","padj","pval","odds.ratio","jaccard.index","A.nCells","B.nCells","AB.intersect","A.total.counts","B.total.counts","B.avg_in.A","B.avg_in_all.B"
"Vmn2r1","Mef2c",1.10978762147848e-164,1.70317314530154e-168,7.50479250982183,0.171906088340629,1329,1616,432,32462,13580,4.58796296296296,4.11509900990099
"Vmn2r6","Tcf4",1.81993220782185e-164,2.87516824079031e-168,11.7259476163552,0.0774218154080854,704,7771,609,21865,57487,8.61904761904762,6.01029468536868
"Vmn2r1","Lhx2",3.59565784391341e-163,5.84279792641113e-167,5.31041055233456,0.114750420639372,1329,8609,1023,32462,64544,6.71163245356794,6.35021489139273
"Vmn2r2","Nhlh2",4.36253324427007e-160,7.28585427896908e-164,6.04304114729268,0.11688542036183,1021,5276,659,26099,41706,6.9711684370258,6.12206216830933
"Vmn2r7","Csrnp2",1.65255951707534e-156,2.83452775290068e-160,5.51050130570012,0.135012919896641,1160,4111,627,32978,30036,5.47368421052632,4.87545609340793
"Vmn2r2","Dlx3",4.07492671104444e-156,7.17338956282874e-160,6.16781515336023,0.130722038697499,1021,3771,554,26099,26221,4.88086642599278,4.28851763457969
"Vmn2r7","Nhlh2",3.04697617676436e-155,5.50134722992157e-159,5.28630402289308,0.124192139737991,1160,5276,711,32978,41706,6.52883263009845,6.12206216830933
"Vmn2r1","Trps1",9.61329978960465e-155,1.77908357425067e-158,10.8055280201997,0.16505376344086,1329,838,307,32462,8588,3.90228013029316,3.83532219570406
"Vmn2r1","Csrnp2",1.11455409928105e-154,2.11295598932058e-158,4.9652523249437,0.143097289346501,1329,4111,681,32462,30036,5.18355359765051,4.87545609340793
"Vmn2r1","Cebpg",2.31159296907288e-154,4.48662557641525e-158,4.88252347054701,0.116648609606356,1329,7947,969,32462,55539,6.40041279669763,5.62413489367057
"Vmn2r7","Cebpg",2.20218218815348e-153,4.37366917085334e-157,5.50085596443796,0.106158144054415,1160,7947,874,32978,55539,6.26315789473684,5.62413489367057
"Vmn2r1","Xbp1",6.36573503055098e-153,1.2930076028906e-156,5.29654588122674,0.151243270956165,1329,3162,590,32462,24069,4.42881355932203,4.03573687539532
"Vmn2r1","Pcbp1",7.77764946578046e-153,1.6149021206889e-156,4.6835663308094,0.125199477731031,1329,6427,863,32462,41361,5.0324449594438,4.70732845806753
"Vmn2r1","Cebpb",8.20855448578648e-153,1.74142410009734e-156,5.33194783307194,0.151862464183381,1329,3093,583,32462,24583,5.28644939965695,4.79631425800194
"Vmn1r87","Zfp101",3.33406372610384e-151,7.22362414928792e-155,776.940284173146,0.418848167539267,105,166,80,31603,5415,16.5625,9.71084337349398
"Vmn2r1","Tshz1",6.21428571261483e-149,1.37444480517697e-152,5.96183559436454,0.158688524590164,1329,2205,484,32462,18998,4.34090909090909,4.18049886621315
"Vmn2r7","Foxg1",1.13044091671947e-147,2.55127856479858e-151,7.10449790326268,0.0904589265187019,1160,11172,1023,32978,76864,7.62952101661779,6.01942355889724
