"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Idh3a",3.6679133473091e-21,0.228412695016441,0.516,0.356,1.91930901724644e-16
"Ndufb8",4.23893777363991e-21,0.22857342532381,0.943,0.867,2.21810896881256e-16
"Ankrd12",4.31289567547654e-21,-0.43562322282737,0.846,0.86,2.25680892010661e-16
"Gm49741",4.3796399952018e-21,0.163949890793232,0.358,0.202,2.29173422028924e-16
"Gm48882",4.48756836763594e-21,0.503218523275123,0.302,0.169,2.34820989973286e-16
"Bcap31",4.85338351898333e-21,0.287370187449524,0.71,0.595,2.53962999397841e-16
"Gm49864",4.97627489161298e-21,0.0920187731240421,0.116,0.03,2.60393536253432e-16
"Fkbp1a",5.05862744995788e-21,0.278470360916532,0.904,0.82,2.64702798573946e-16
"Ifi27l2a",5.10819673022476e-21,1.00368809170236,0.139,0.046,2.67296610302471e-16
"Gclc",5.49189782084474e-21,0.254910667768632,0.538,0.378,2.87374537271343e-16
"Gm42772",5.78646191056667e-21,0.100845867657723,0.074,0.008,3.02788192394222e-16
"Gm43413",6.02939910997177e-21,-0.301327777093605,0.146,0.268,3.15500367227493e-16
"Rpusd1",6.46438902736366e-21,0.161942003184239,0.249,0.122,3.38262084634858e-16
"0610009B22Rik",6.64076313199252e-21,0.244789329557508,0.535,0.379,3.47491212407772e-16
"Rtp4",6.78362937212742e-21,0.172124620143213,0.175,0.068,3.54966974155311e-16
"Maob",7.08099943860873e-21,0.0876852089485639,0.101,0.022,3.70527457624079e-16
"Dydc2",7.47058176923412e-21,0.116035374143599,0.2,0.085,3.90913132238714e-16
"Tcp11l2",7.49431738031648e-21,0.134168860736989,0.229,0.105,3.9215514555982e-16
"Fam114a2",7.69946787041606e-21,0.279416004426894,0.675,0.52,4.02890055255261e-16
"Dad1",7.81703500543895e-21,0.309682540509104,0.772,0.657,4.09041990729604e-16
"Gm15966",8.85355713017559e-21,-0.0964078613218708,0.006,0.064,4.63280083950698e-16
"Arl6",1.05389910532605e-20,0.271487516733384,0.644,0.5,5.51473784843963e-16
"Sirt2",1.08271368197955e-20,0.180810947574205,0.473,0.314,5.6655158836944e-16
"Tpi1",1.1310769780516e-20,0.268098347264865,0.69,0.532,5.91858650305062e-16
"Nptxr",1.1525028609598e-20,0.181395694718081,0.395,0.24,6.03070172054436e-16
"Ciao2a",1.26719475164928e-20,0.227275812920842,0.593,0.426,6.63084997695517e-16
"Tmem132c",1.28112772477733e-20,0.0908759509577898,0.109,0.026,6.70375704544234e-16
"H2-M10.4",1.28829921922283e-20,-0.261957914010055,0.009,0.071,6.74128332442732e-16
"Ocln",1.3930715482318e-20,-0.228079457842773,0.149,0.269,7.28952549043256e-16
"Snapin",1.62848386371587e-20,0.219360747272353,0.431,0.281,8.52136751366604e-16
"Srpk2",1.69933088842949e-20,-0.297254143980084,0.88,0.898,8.89208873988501e-16
"Ebf2",1.73895535227523e-20,0.292699123293332,0.885,0.834,9.09943167185058e-16
"Fip1l1",1.74723267747967e-20,0.241141859416666,0.767,0.619,9.14274443144784e-16
"Runx1t1",1.96535509702074e-20,0.152828798413629,0.242,0.116,1.02841136161804e-15
"Tmtc4",1.98983092047834e-20,0.230940701271922,0.533,0.37,1.0412188257587e-15
"Faim",2.0841228473181e-20,0.261221471012651,0.863,0.793,1.09055896231614e-15
"Foxg1",2.16840781755988e-20,-0.291583341201957,0.832,0.865,1.13466275869456e-15
"Pts",2.1842178655738e-20,0.211402138030427,0.484,0.33,1.1429356825188e-15
"Myadm",2.35921609834345e-20,0.133823398927241,0.24,0.111,1.23450700778018e-15
"Rab18",2.49609039740578e-20,0.271121618763105,0.759,0.643,1.30612922225053e-15
"Vsnl1",2.51024759067601e-20,0.342570594256651,0.507,0.365,1.31353725677303e-15
"1700086L19Rik",2.52867956015768e-20,0.240186483000229,0.336,0.2,1.32318215344371e-15
"Snhg4",2.57893914728172e-20,-0.110999945021082,0.024,0.099,1.34948148759811e-15
"Cacybp",2.58199895776199e-20,0.254172354642554,0.805,0.69,1.35108259462812e-15
"Ift74",2.60612236448116e-20,0.251146493460426,0.662,0.511,1.36370564966205e-15
"Cers5",2.68560130169696e-20,0.265629449933584,0.664,0.547,1.40529459313897e-15
"Slc12a7",2.77912765512413e-20,-0.359538139726979,0.478,0.574,1.4542341280968e-15
"Ddx17",2.82145659853117e-20,-0.321282626031441,0.785,0.82,1.4763835943134e-15
"Bcas2",2.84255737401089e-20,0.251047442271239,0.789,0.674,1.48742499709868e-15
"Pank1",2.85573795421433e-20,0.143285586904787,0.295,0.158,1.49432199930173e-15
"Timm17a",2.94527195515498e-20,0.228287115861607,0.799,0.669,1.54117245597394e-15
"Mocs2",2.99459596416435e-20,0.228539798555649,0.622,0.458,1.56698223016828e-15
"Fxyd6",3.0578752452007e-20,0.274042365674588,0.815,0.712,1.60009437955617e-15
"Pten",3.42323658272036e-20,0.288741339725477,0.768,0.639,1.79127700664008e-15
"Camk2n1",3.4442304178426e-20,0.325248178565913,0.936,0.893,1.8022624507445e-15
"Skap2",3.4928820195092e-20,0.179347422421452,0.367,0.22,1.82772037434858e-15
"Gab2",3.56656273596031e-20,0.108967443061511,0.136,0.044,1.86627528284595e-15
"B330016D10Rik",3.76871354352996e-20,0.26533400335517,0.581,0.425,1.97205473592292e-15
"Zdhhc14",4.28312105787834e-20,-0.355361874775679,0.415,0.523,2.241228755956e-15
"mt-Atp6",4.37501375480662e-20,-0.376731436573002,0.415,0.52,2.28931344747766e-15
"Hmgn5",4.55015581870488e-20,0.132839033056229,0.25,0.122,2.3809600352537e-15
"Sel1l",4.78396116782299e-20,-0.382813273623611,0.457,0.553,2.50330336028673e-15
"Gm2447",5.28184554356941e-20,-0.0665366059792659,0.001,0.047,2.76383131758357e-15
"Spaca6",5.36505128696824e-20,0.141854726661563,0.226,0.106,2.80737038693187e-15
"Kcnk3",5.47984470093496e-20,0.269299301813257,0.306,0.177,2.86743833665823e-15
"Pfn2",5.50392136922958e-20,0.271866714366936,0.742,0.614,2.88003693487676e-15
"Emc4",6.08908058741101e-20,0.261231855144317,0.613,0.46,3.18623319897456e-15
"Lhfpl1",6.17102104299541e-20,-0.0899997135312117,0.017,0.085,3.22911018116821e-15
"Akr1a1",6.19888492043622e-20,0.256455895105975,0.833,0.716,3.24369051231666e-15
"Mitf",6.6619723971049e-20,0.0885828381933434,0.081,0.013,3.48601029623308e-15
"Eef1d",7.2404219153684e-20,0.234675182851604,0.677,0.531,3.78869557565482e-15
"Pgam1",7.78404726383711e-20,0.291200487353921,0.647,0.521,4.07315841174804e-15
"Gm43048",7.94782684011003e-20,0.0633248526232379,0.055,0.001,4.15885935062437e-15
"Cox8a",8.09741776882519e-20,0.240284193729718,0.943,0.894,4.23713579589316e-15
"Uggt1",8.17357985013501e-20,-0.368137896194918,0.543,0.622,4.27698912818015e-15
"Sestd1",8.33334665003735e-20,0.215136022577198,0.489,0.336,4.36059030156504e-15
"Naxe",8.56232047749881e-20,0.218244650650544,0.599,0.449,4.4804054362608e-15
"Yes1",8.88891468812214e-20,0.203470209560305,0.376,0.229,4.65130238885367e-15
"Vmn2r42",9.27737766632275e-20,-0.604926214370037,0.011,0.071,4.8545734114567e-15
"Cstb",9.40809390740246e-20,0.204938000845163,0.614,0.455,4.92297329892649e-15
"Gm48161",9.65526326001995e-20,-0.274414626727806,0.306,0.425,5.05230960607064e-15
"Gramd1b",9.72883025630593e-20,-0.227142834949395,0.141,0.259,5.09080500821721e-15
"Cdkl4",9.95551056803102e-20,0.19969835471837,0.395,0.245,5.20942001493359e-15
"mt-Nd6",1.02762447584998e-19,-0.441848651348628,0.766,0.793,5.37725059478018e-15
"Rnf14",1.03945774015333e-19,0.238679335688135,0.641,0.485,5.43917051690031e-15
"Rab28",1.11012504106944e-19,0.236754457446343,0.657,0.521,5.80895130240405e-15
"Tmem147",1.1834706821516e-19,0.186737621797578,0.391,0.241,6.19274703849469e-15
"Rasl11a",1.19592893527288e-19,0.102951819273851,0.124,0.037,6.2579373396024e-15
"Tm2d2",1.20825755162144e-19,0.222174489305331,0.616,0.464,6.32244929036949e-15
"Eid2",1.2236718315341e-19,0.217633245475574,0.582,0.42,6.40310759286848e-15
"Gm15987",1.25186501858841e-19,0.372144865556504,0.707,0.592,6.55063408276756e-15
"Zcchc12",1.28323220900656e-19,0.144730197851448,0.329,0.185,6.71476918006861e-15
"Me2",1.35081424837454e-19,0.276541235104715,0.662,0.526,7.06840571746947e-15
"Rfx3",1.45923788570871e-19,0.26174855348789,0.707,0.576,7.63575408454798e-15
"Ubl3",1.47829666031794e-19,-0.323615085216519,0.605,0.662,7.73548293444569e-15
"Ubqln4",1.49729604096828e-19,-0.192439836321403,0.093,0.198,7.83490099357474e-15
"Ndufa7",1.50788616193414e-19,0.211465801639742,0.92,0.86,7.89031591955277e-15
"Vav3",1.58291510232724e-19,-0.312140919700382,0.697,0.73,8.28291985594773e-15
"Tmem158",1.62354498451883e-19,0.217079219618301,0.38,0.235,8.49552384049168e-15
"Fndc3a",1.65003925250848e-19,-0.338473381081766,0.552,0.61,8.63416039660115e-15
"Tmub1",1.70435793841926e-19,0.126909761677655,0.261,0.135,8.91839378436644e-15
"Foxm1",1.712627305086e-19,0.0520949494438843,0.062,0.004,8.9616648993235e-15
"Slc38a1",1.74238197176288e-19,-0.323654090780614,0.611,0.683,9.11736214364362e-15
"Safb2",1.7656346653572e-19,-0.380144211436061,0.478,0.578,9.23903651341464e-15
"Slc25a3",1.80685551201195e-19,0.24204374784254,0.79,0.673,9.45473283770493e-15
"Npnt",1.81687732250799e-19,-0.155863806060819,0.064,0.16,9.50717396548757e-15
"Dio2",1.97551225728699e-19,0.102750072060513,0.091,0.018,1.03372629887056e-14
"1110004F10Rik",1.97734694563545e-19,0.235073744680939,0.876,0.791,1.03468633624266e-14
"1700086O06Rik",2.03364354861348e-19,0.114939502680109,0.161,0.061,1.06414465968298e-14
"Zfp580",2.23306107290735e-19,0.233234907935309,0.551,0.389,1.16849386762023e-14
"Gm43371",2.32338147018952e-19,0.0933526284310048,0.081,0.014,1.21575582190607e-14
"Rbm3",2.3413940836303e-19,0.218203856427656,0.936,0.876,1.22518128214123e-14
"Gm26797",2.36285600201198e-19,-0.150110858365252,0.043,0.128,1.23641166017281e-14
"C1qtnf12",2.44794191723453e-19,0.151477173920072,0.233,0.113,1.28093456703131e-14
"Dbpht2",2.47032592755291e-19,0.222083062543155,0.267,0.143,1.29264744811061e-14
"Iqub",2.51327929875443e-19,0.133645603346381,0.245,0.121,1.31512365865923e-14
"Lage3",2.52175201300456e-19,0.199262998073125,0.516,0.366,1.3195571758449e-14
"Ppp1r14c",2.56692929294194e-19,0.117415980224044,0.095,0.021,1.34319709111773e-14
"Amn1",2.98117458145705e-19,0.236660877304892,0.834,0.731,1.55995922323903e-14
"Cep70",3.00349220288105e-19,-0.293295756900006,0.309,0.43,1.57163736500157e-14
"1110059E24Rik",3.08555904381127e-19,0.0885598758440682,0.158,0.059,1.61458048085512e-14
"2810001G20Rik",3.14180765329723e-19,0.31242085467451,0.575,0.432,1.64401369074084e-14
"Cdh2",3.42494414507222e-19,-0.299369664591407,0.866,0.873,1.79217052279194e-14
"Arpc5l",3.43434874879366e-19,0.238595256743194,0.884,0.818,1.79709166978126e-14
"2010204K13Rik",3.61010234290915e-19,0.0704737673925741,0.122,0.036,1.88905825297407e-14
"Aldoa",3.67223884377314e-19,0.354299090867283,0.643,0.521,1.92157241978117e-14
"Kmt2c",3.68904739732966e-19,-0.36047486399467,0.656,0.719,1.93036783160069e-14
"Slc16a11",3.78122351238236e-19,-0.3596993511119,0.572,0.652,1.97860082732432e-14
"Eif4a2",3.89623483439476e-19,0.224535697178785,0.871,0.803,2.03878280179375e-14
"Cux1",3.97954354893487e-19,0.218039446233309,0.651,0.496,2.08237575285115e-14
"Dvl3",4.12410293470888e-19,-0.327485814905873,0.533,0.615,2.15801934264511e-14
"Mast2",4.14329945950586e-19,0.119007641671364,0.187,0.08,2.16806430817563e-14
"Enc1",4.22349771180549e-19,0.147194909570307,0.384,0.24,2.21002964765646e-14
"Vapa",4.33392874293029e-19,0.231080755468294,0.849,0.747,2.26781489331313e-14
"Pbx1",4.44084743185295e-19,0.224113203633061,0.828,0.735,2.3237622356657e-14
"E130102H24Rik",4.63013059005907e-19,-0.35119530072808,0.468,0.559,2.42280843386021e-14
"Slc9a3r1",4.82071001884285e-19,0.151634387260442,0.315,0.181,2.5225329315599e-14
"Nudc",4.97126622410649e-19,0.231512212322768,0.805,0.714,2.6013144770882e-14
"Snhg8",5.07117907506132e-19,0.234249405658444,0.58,0.417,2.65359587460734e-14
"Ssr3",5.26149195144362e-19,-0.316903993158885,0.729,0.745,2.7531808934319e-14
"Tmcc2",5.48797143591216e-19,0.175601418388859,0.497,0.333,2.87169081326976e-14
"Mrpl17",5.60048934854073e-19,0.228458104139808,0.674,0.53,2.93056806141091e-14
"Samd12",5.76284133639938e-19,0.100219705940438,0.098,0.023,3.0155219860977e-14
"Gm9925",5.89998448536708e-19,0.0814895136137516,0.077,0.012,3.08728488165803e-14
"Omp",5.92979226929098e-19,0.412123114062863,0.677,0.559,3.10288240075189e-14
"3110043J17Rik",6.1253437393795e-19,0.0530670319872668,0.059,0.004,3.20520861850511e-14
"Mrpl41",6.13236197160201e-19,0.24046481624597,0.729,0.588,3.20888104888018e-14
"Mcoln3",6.19457197828508e-19,0.191894268400335,0.667,0.49,3.24143367907723e-14
"Inpp1",6.24836580676858e-19,0.119652142555605,0.253,0.127,3.26958237570779e-14
"Stx8",6.61933493501404e-19,0.176491412163919,0.492,0.332,3.4636993914448e-14
"Cfap298",6.84405696466707e-19,0.184823930863022,0.485,0.325,3.58128968790134e-14
"Emc2",6.9686035915805e-19,0.220349748963395,0.541,0.391,3.64646120136633e-14
