"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Cebpa",1.43742895742407e-09,-0.510771985212872,0.08,0.441,7.52163450551291e-05
"Csrp2",1.4497492183082e-09,-1.21249021425195,0.526,0.881,7.58610273464133e-05
"Crmp1",1.48857282604438e-09,0.812598500449437,0.883,0.712,7.78925502684244e-05
"Ly6e",1.52133303076101e-09,0.915588322403048,0.62,0.153,7.96067935006311e-05
"Ncam1",1.57335658717822e-09,0.641941195498956,0.985,1,8.23290301372748e-05
"Asap1",1.6430195067832e-09,0.806816411272616,0.577,0.102,8.59742817314444e-05
"Calb2",1.65845183200542e-09,-1.32173947076263,0.489,0.814,8.67818090133478e-05
"4930581F22Rik",1.68159145005106e-09,-0.497040466450109,0.036,0.356,8.79926358068218e-05
"Rps5",1.68404691683636e-09,-0.44360393637416,0.993,1,8.81211230172963e-05
"Tsc2",1.7689267309387e-09,1.03980384540131,0.628,0.186,9.25626290498295e-05
"Stox1",2.25553375330008e-09,0.788424190555188,0.657,0.186,0.000118025314708933
"Nedd4",2.27513544654076e-09,0.775470541308425,0.934,0.864,0.000119051012511138
"Iglon5",2.31678007124807e-09,0.643028563787495,0.518,0.068,0.000121230150788198
"Plbd1",2.33108505789064e-09,-0.563369178864312,0.029,0.322,0.000121978687824244
"Limch1",2.37695523181108e-09,-0.844227940988247,0.234,0.644,0.000124378936414978
"1500009L16Rik",2.58087828611379e-09,0.835748824437187,0.504,0.051,0.000135049618077476
"Sct",2.63904478327572e-09,1.22380358025475,0.438,0,0.000138093296374469
"Tmem108",2.69658438145412e-09,0.777245360534595,0.569,0.102,0.00014110417092835
"Tmem263",2.69842562786103e-09,0.906325680457308,0.825,0.559,0.000141200517829084
"Mfge8",2.72794614228985e-09,0.820028027835205,0.642,0.169,0.000142745237787601
"Syt1",2.73315573691887e-09,0.979879939427962,0.847,0.729,0.000143017840245754
"Dcps",2.97197164324566e-09,-0.566317042354136,0.27,0.695,0.000155514360176116
"Rbms1",3.03681516011705e-09,-0.860846387229716,0.693,0.932,0.000158907426883445
