"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Eva1b",2.35003961644021e-27,0.339817647118902,0.302,0.056,1.22970523009467e-22
"Tex264",2.35408093719341e-27,-0.378340944463787,0.514,0.765,1.2318199320052e-22
"Gm44689",2.49990554129711e-27,0.27502440738842,0.221,0,1.30812557259454e-22
"Map4",2.62923770485027e-27,-0.256964478227373,0.191,0.412,1.375801213817e-22
"Dennd11",2.86724566247216e-27,-0.11698391673211,0.045,0.17,1.50034363780181e-22
"Ythdf3",3.08125341342404e-27,-0.193589230095949,0.194,0.423,1.6123274736424e-22
"Fstl5",3.08642037824629e-27,0.280034411166246,0.996,0.995,1.61503119132493e-22
"Magi2",3.11599904596334e-27,-0.314322097237657,0.513,0.747,1.63050882078124e-22
"Crlf2",3.15110628635716e-27,0.333456138234068,0.279,0.042,1.64887938646211e-22
"Slc25a24",3.17113883565971e-27,0.326568673583854,0.276,0.037,1.65936181853565e-22
"Tmpo",3.31741205692582e-27,-0.367550918459677,0.488,0.716,1.73590220702758e-22
"Ccdc126",3.33811725970752e-27,-0.278682273542371,0.225,0.444,1.74673661848715e-22
"Gm46123",3.40876636163791e-27,-0.144059023024389,0.017,0.102,1.78370517405427e-22
"Csrnp2",3.49891044072071e-27,0.524252902304335,0.698,0.556,1.83087486631593e-22
"Ifih1",3.54062866170887e-27,0.381127383604396,0.405,0.151,1.8527047598124e-22
"Hivep3",3.59033432826474e-27,0.483397188848863,0.603,0.386,1.87871424395109e-22
"Rap1gap",3.68172272477876e-27,0.570154687733697,0.586,0.365,1.92653505019498e-22
"Gm38235",3.89504974751209e-27,-0.0653057304821713,0.002,0.042,2.03816268138065e-22
"Rps14",3.98213602988553e-27,0.362628239652569,0.981,0.93,2.0837323203582e-22
"Zcchc17",4.00467697569945e-27,-0.314434494121252,0.426,0.674,2.09552732107425e-22
"Tapbp",4.19296644406628e-27,0.496993219048824,0.728,0.607,2.19405355118656e-22
"Ophn1",4.30695566463162e-27,0.463188584153328,0.764,0.688,2.25370069063179e-22
"Grb14",4.40349473397991e-27,0.391842797710876,0.4,0.142,2.30421668944967e-22
"Igsf8",4.45114594091398e-27,0.413244732422807,0.981,0.981,2.32915113650206e-22
"Tpm1",4.5333835746448e-27,0.521114994184842,0.794,0.712,2.37218362310438e-22
"5830418P13Rik",4.55477265813801e-27,0.381505886448371,0.24,0.014,2.38337588882388e-22
"Ganab",4.57179057074413e-27,0.504697729955816,0.721,0.605,2.39228085195328e-22
"Dapk3",4.82957660883045e-27,0.52153783537535,0.712,0.579,2.52717255210271e-22
"Thoc2l",4.87547172171786e-27,-0.450556924884928,0.545,0.8,2.5511880878233e-22
"Tmbim6",4.90364583132157e-27,0.599258390835653,0.967,0.93,2.56593075415564e-22
"Odad3",5.18117242135838e-27,-0.284217373241003,0.139,0.335,2.7111520929242e-22
"Dync1i1",5.51376697887884e-27,0.481363757203193,0.611,0.43,2.88518884703793e-22
"Laptm4a",5.52631590500731e-27,-0.349990264816178,0.482,0.737,2.89175532361318e-22
"Dancr",5.60869006787578e-27,-0.156739458219946,0.117,0.305,2.93485925181736e-22
"Gm16286",5.84535200814618e-27,-0.287889816545511,0.451,0.714,3.05869734530265e-22
"Uhrf1bp1",6.11022075201581e-27,-0.100652998911643,0.035,0.147,3.19729521290731e-22
"Mrps22",6.19655812796886e-27,-0.213007669975578,0.227,0.458,3.24247297162227e-22
"BC005624",6.48688828065681e-27,-0.342928704500855,0.637,0.83,3.39439403061929e-22
"Epha5",6.55934496654252e-27,-0.618257222826113,0.796,0.921,3.43230844064271e-22
"Ddx39a",6.60621479385684e-27,-0.184291461543715,0.139,0.33,3.45683401518147e-22
"Tead1",6.75027492956271e-27,-0.435103184713399,0.31,0.535,3.53221636239228e-22
"B930086L07Rik",7.14561730737858e-27,-0.0552840855881339,0.007,0.067,3.73908716843199e-22
"Rasip1",7.19724339822528e-27,0.457102654877224,0.429,0.184,3.76610155298934e-22
"Ndn",7.68257119713435e-27,0.296133494757264,0.469,0.186,4.02005903032449e-22
"Rmnd5b",7.76389697213294e-27,-0.256179700982966,0.355,0.614,4.062614368608e-22
"Cend1",7.9854061679491e-27,-0.509628557542122,0.674,0.823,4.17852348550273e-22
"Mettl8",8.13093455752826e-27,-0.289628513923275,0.16,0.356,4.25467412591781e-22
"Med19",8.33635805444204e-27,-0.333190375225809,0.504,0.737,4.36216607914789e-22
"Snx18",8.79283956494648e-27,-0.204480160110772,0.211,0.437,4.60102915914955e-22
"Sumo2",8.9299806157994e-27,-0.410870250476322,0.876,0.907,4.67279095682935e-22
"4930500L23Rik",1.00383144429296e-26,-0.0543596320665378,0.001,0.035,5.25274879855175e-22
"Mrpl4",1.00482687635213e-26,-0.293496798641902,0.331,0.581,5.2579575958878e-22
"Gm37928",1.013565439802e-26,0.310172670071312,0.242,0.016,5.30368387685193e-22
"Lncbate10",1.02670495920141e-26,-0.0908793687816024,0.012,0.084,5.37243904001323e-22
"Prrc2a",1.1110128144001e-26,0.529291195365802,0.888,0.849,5.8135967539114e-22
"Cebpg",1.11379024322414e-26,-0.505898833125745,0.83,0.902,5.82813020571894e-22
"Paip2",1.11794057454175e-26,-0.372013568529761,0.679,0.844,5.84984764440463e-22
"Ndufaf3",1.11900362226431e-26,0.545032644121746,0.755,0.747,5.85541025422246e-22
"Gm14537",1.12320269684748e-26,-0.0672020971981115,0.01,0.077,5.8773827517938e-22
"4731419I09Rik",1.17133936507499e-26,-0.0538844709672406,0.002,0.044,6.1292674956279e-22
"Gm34933",1.1989385758483e-26,0.250621485266757,0.225,0.005,6.27368588584141e-22
"Polr2d",1.20155248205753e-26,-0.226118866440291,0.304,0.551,6.28736367286246e-22
"Nmrk1",1.22090016502682e-26,-0.0943912876803815,0.025,0.121,6.38860429353584e-22
"Gm17244",1.24025137961456e-26,-0.0715237758482277,0.007,0.065,6.48986339410911e-22
"Arid2",1.31197243699681e-26,-0.301465779827816,0.336,0.6,6.8651581710732e-22
"Dbndd2",1.31804277290071e-26,-0.183188590914462,0.144,0.34,6.89692241775755e-22
"2310034G01Rik",1.38445965877414e-26,-0.120515241198507,0.083,0.244,7.24446205646744e-22
"Ccdc88c",1.40335350783231e-26,-0.092218496225604,0.007,0.065,7.3433279004341e-22
"Setdb2",1.41546455008598e-26,-0.292007110409468,0.289,0.549,7.40670135123491e-22
