"setA","setB","padj","pval","odds.ratio","jaccard.index","A.nCells","B.nCells","AB.intersect","A.total.counts","B.total.counts","B.avg_in.A","B.avg_in_all.B"
"Vmn2r44","Apbb1",1.22844130576353e-07,1.76323755280682e-09,2.42695943522979,0.0146882494004796,187,6583,98,11469,42932,4.70408163265306,4.89609600486101
"Vmn2r8","Pcdh9",1.24285462572432e-07,1.78658029628021e-09,4.55733271227355,0.00797929695924089,66,4608,37,12763,32574,5.21621621621622,4.99088541666667
"Vmn1r61","Efna3",1.26023199675154e-07,1.81425171047576e-09,1.82090965933913,0.0260410269008721,405,7948,212,73520,61832,6.4622641509434,6.61537493709109
"Vmn2r44","Ank3",1.26124536132297e-07,1.8184045001773e-09,2.5966077478045,0.0123294858342078,187,11390,141,11469,73636,6.52482269503546,5.55144863915716
"Vmn1r20","Pcdh7",1.33370823643052e-07,1.92572678847245e-09,3.94416628787103,0.0111567821491486,89,3355,38,15746,25366,6.18421052631579,5.18569299552906
"Vmn2r42","Bsg",1.33519931235088e-07,1.93073162984652e-09,3.99010275192702,0.00888422525358517,142,14280,127,5811,149948,11.1338582677165,10.0856442577031
"Vmn1r197","Tenm2",1.4063511836614e-07,2.03662288547659e-09,3.71967466559495,0.0114525139664804,96,3525,41,35522,29890,8.5609756097561,6.5668085106383
"Olfr1509","Plxna3",1.44079274824298e-07,2.08957724818869e-09,74.9665413015457,0.032967032967033,16,172,6,1152,5534,3.83333333333333,3.26744186046512
"Vmn1r73","Tenm2",1.47599796574708e-07,2.14378789505749e-09,5.57729697936332,0.00788732394366197,53,3525,28,13047,29890,12.1428571428571,6.5668085106383
"Vmn2r5","Unc5b",1.56038597636622e-07,2.26968868790935e-09,4.55396553806195,0.0138623326959847,89,2032,29,3689,17052,4.72413793103448,4.07726377952756
"Vmn2r94","Kirrel3",1.62899236332926e-07,2.37296080949753e-09,4.03286009168514,0.0134546893549664,98,2463,34,23992,19206,5.29411764705882,4.45879009338205
"Vmn1r91","Pcdh7",1.67952099364253e-07,2.45015344238935e-09,1.83996899699315,0.0381558028616852,563,3355,144,22428,25366,4.86805555555556,5.18569299552906
"Vmn2r125","Unc5b",1.73891338795512e-07,2.54051167790444e-09,7.76070738277028,0.00924574209245742,42,2032,19,1966,17052,5.52631578947368,4.07726377952756
"Vmn2r10","Kirrel3",1.82955014105701e-07,2.6768376407024e-09,6.21914756555152,0.00923323966278603,51,2463,23,8519,19206,5.21739130434783,4.45879009338205
"Vmn2r44","Fzd3",1.91884089335732e-07,2.81567707662968e-09,2.99491342815666,0.0205567451820128,187,2196,48,11469,19416,4.1875,4.02686703096539
"Vmn2r53","Pcdh10",1.91884089335732e-07,2.81565180191859e-09,2.46370795577115,0.0236382322713258,259,2729,69,49358,28421,5.71014492753623,8.96995236350311
"Vmn1r28","Pcdh17",1.9658312148051e-07,2.88882881751871e-09,2.60994372001232,0.0153746210480728,171,4518,71,29220,38263,7.32394366197183,6.78198317839752
"Vmn2r48","Pcdh17",1.98054728378742e-07,2.91468469078032e-09,6.58558338690019,0.00595632031767042,42,4518,27,5924,38263,7.03703703703704,6.78198317839752
"Vmn2r129","Unc5b",2.06607536369576e-07,3.04496561354624e-09,6.5789463828305,0.010184287099903,51,2032,21,5073,17052,5.52380952380952,4.07726377952756
"Vmn2r34","Kirrel3",2.08723305219902e-07,3.08060583337503e-09,7.56430444722796,0.00805477245267821,40,2463,20,1843,19206,4.85,4.45879009338205
"Vmn1r50","Pcdh19",2.09051850582835e-07,3.08992012908116e-09,7.15310106501759,0.00930665425779432,45,2124,20,4267,17422,5.6,4.46327683615819
"Vmn1r56","Flot1",2.22083112667631e-07,3.28727406293879e-09,4.43038806686592,0.00670118793786171,66,6544,44,2507,48103,5.61363636363636,5.82029339853301
"Vmn1r44","Kirrel2",2.28883595173794e-07,3.39282359457075e-09,4.98899154901932,0.00569216757741348,64,8770,50,3635,91269,8.98,9.68187001140251
"Vmn2r58","Kirrel3",2.33340377662858e-07,3.46885605650283e-09,4.1860887285256,0.0126933756445855,90,2463,32,16567,19206,5.375,4.45879009338205
"Vmn2r98","Robo2",2.33340377662858e-07,3.4686250007462e-09,8.35805851435173,0.00647458724506313,34,3075,20,3704,21861,5.35,6.18276422764228
"Vmn1r219","Pcdh7",2.35732791888384e-07,3.50945695984886e-09,3.37822307646384,0.0128504672897196,113,3355,44,17760,25366,6.27272727272727,5.18569299552906
"Vmn2r79","Pcdh9",2.41937845226398e-07,3.60700192165462e-09,3.84893754676667,0.00903808908973531,81,4608,42,17909,32574,5.11904761904762,4.99088541666667
"Vmn1r37","Epha7",2.42350777712577e-07,3.61833469223571e-09,2.76069623349827,0.0354609929078014,401,1059,50,92639,10054,4,4.09915014164306
"Vmn1r197","Unc5b",2.47654324873668e-07,3.70280719833328e-09,4.28368506923772,0.0142993326978074,96,2032,30,35522,17052,5,4.07726377952756
"Vmn2r39","Gap43",2.58749902260854e-07,3.87422960153912e-09,4.83046600380137,0.00748469040598775,59,4383,33,5544,55114,11.6666666666667,10.995665069587
"Vmn2r4","Bmpr2",2.61014323793966e-07,3.91370958399258e-09,1.80959142012725,0.0267729991455426,407,6803,188,13501,47722,5.57978723404255,5.29722181390563
"Vmn1r55","Efna5",2.72927521114363e-07,4.09816838274588e-09,1.76402323465199,0.0270923209663503,464,11440,314,87633,102215,8.18471337579618,8.26232517482518
"Vmn2r1","Epha5",3.00627252483735e-07,4.52693863473522e-09,1.41464661697929,0.0687664041994751,1329,12923,917,32462,128919,10.6532170119956,9.40439526425753
"Vmn2r108","Pcdh9",3.00627252483735e-07,4.52181283434662e-09,3.57449519146745,0.00967117988394584,90,4608,45,13614,32574,5.88888888888889,4.99088541666667
"Vmn2r1","Efna5",3.02510336290307e-07,4.56175610707328e-09,1.39596953529338,0.0691618521309554,1329,11440,826,32462,102215,6.62227602905569,8.26232517482518
"Vmn2r113","Pcdh9",3.21588019264767e-07,4.85631017173288e-09,5.26851465638768,0.00669691077986606,52,4608,31,6092,32574,5.19354838709677,4.99088541666667
"Vmn2r88","Efnb3",3.23534985530734e-07,4.89262184962536e-09,34.7452381724556,0.0510948905109489,78,66,7,17979,945,3.42857142857143,3.53030303030303
"Vmn2r30","Plxnb2",3.3755066458176e-07,5.11178224589833e-09,2.59615915162578,0.0234034113447045,243,2337,59,30393,20740,4.15254237288136,3.90072742832691
"Vmn2r1","Sema4b",3.42243726101226e-07,5.19016287607053e-09,4.7456720200283,0.0177556818181818,1329,104,25,32462,3674,3.2,3.27884615384615
"Vmn1r207","Nrp2",3.66012895914603e-07,5.55844267152127e-09,3.37368290600475,0.00795544948289578,106,10030,80,10836,73113,7.4125,6.58285144566301
