"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Erc2",5.80055632982877e-14,-0.974224129128585,0.072,0.756,3.0352571107095e-09
"Phlda1",6.29376984301615e-14,-1.66121960807438,0.565,0.978,3.29334094575506e-09
"Nlk",7.82516719012345e-14,-1.38426993313033,0.696,0.978,4.0946752355759e-09
"Tmprss11b",1.34248204485883e-13,-1.35697035109849,0.014,0.644,7.02480579613281e-09
"Crlf3",1.48283295446763e-13,-1.22157212184839,0.217,0.867,7.75922000084274e-09
"Enc1",1.57302964032619e-13,-1.72842105072381,0.478,1,8.23119219893487e-09
"C130093G08Rik",1.62085418048634e-13,-1.66994998154509,0.594,0.978,8.48144367023089e-09
"Foxg1",1.68391365233113e-13,1.58379135770533,0.942,0.422,8.81141496855312e-09
"Gng8",1.88553695513071e-13,-1.18596182119291,0.942,1,9.86644922511249e-09
"Fam183b",2.14967767412759e-13,2.22212457586942,0.768,0.044,1.12486183654074e-08
"Dnase2a",2.39933346458512e-13,-1.36076388175513,0.101,0.756,1.25549922201346e-08
"Nfia",3.28965808697252e-13,-1.48784506070449,0.304,0.956,1.72137938717011e-08
"Saraf",3.77683471381448e-13,-1.15981138244787,0.812,1,1.97630430069771e-08
"Nrg1",4.63767105312902e-13,1.83279325814033,0.899,0.644,2.42675413197082e-08
"Ppia",5.07825785999976e-13,1.21253428966843,0.986,1,2.65729999040207e-08
"Osbpl1a",7.37976512422565e-13,-1.02292589175429,0.174,0.867,3.86160969655356e-08
"Chd3",7.56407475593478e-13,-1.37750067742155,0.42,0.933,3.95805339753799e-08
"Smarca5",9.1625010378414e-13,-1.10428174956259,0.913,1,4.79446191807127e-08
"Ezr",1.02492737999364e-12,-1.38049812250391,0.42,0.933,5.36313750129275e-08
"Spock1",1.66728911087339e-12,-1.19784469853958,0.348,0.933,8.72442373046718e-08
"Suz12",1.6864911245993e-12,-1.63690726511918,0.609,0.978,8.82490210769078e-08
"P2ry14",1.69156924424078e-12,-1.02864287193554,0.159,0.822,8.85147438433875e-08
"Galnt7",2.24058184948338e-12,1.72698230398265,0.739,0.067,1.17242926437917e-07
"Ccno",3.15527669789437e-12,2.08219253536849,0.696,0,1.65106163770718e-07
"Plekhg1",3.51424358903206e-12,-0.848917347413968,0.087,0.689,1.8388982428328e-07
"Map1lc3b",3.63378350029541e-12,-0.823784504444302,0.971,1,1.90144989219958e-07
"Lrrc1",3.91105554583443e-12,-0.887261587270208,0.116,0.756,2.04653803546878e-07
"Gadd45gip1",4.36909714739968e-12,-0.82457743517589,0.261,0.889,2.28621746431983e-07
"Kdm7a",5.43026878929898e-12,1.48690448807949,0.928,0.844,2.84149674937648e-07
"Zhx1",5.46497552492322e-12,-1.38552422008241,0.478,0.933,2.85965774292657e-07
"Pls1",6.09886421909515e-12,-1.14934825744743,0.333,0.889,3.19135267992592e-07
"Ncam1",7.27360508957718e-12,1.15723918025947,0.986,1,3.80605933522305e-07
"Rtn1",1.13368571985381e-11,0.934194678508494,0.971,1,5.93223726627901e-07
"Hdlbp",1.20612132972502e-11,-1.53387330474904,0.652,1,6.31127108205211e-07
"Ncapg2",1.28196999655999e-11,-1.10208722661121,0.623,1,6.70816440099944e-07
"Txnrd1",1.38903704958973e-11,1.59001796470012,0.797,0.289,7.26841416938819e-07
"Mcidas",1.41175852934867e-11,1.63824401665372,0.667,0,7.38730885652278e-07
"Rsph1",1.61451274794422e-11,1.70000242597297,0.855,0.489,8.44826085616774e-07
"Socs2",1.6403387782828e-11,1.56904847949046,0.884,0.667,8.58340072512042e-07
"Otx2",1.68844941098633e-11,-0.897990313061203,0,0.533,8.83514923286819e-07
"Zmynd8",2.80718623472033e-11,-1.40404634876638,0.42,0.933,1.46891634104211e-06
"2410006H16Rik",3.35392116049177e-11,-1.12881109244934,0.667,1,1.75500632565053e-06
"Kcnmb2",3.44749166605763e-11,-1.08949169395706,0.174,0.756,1.80396896409798e-06
"Ada",3.50368898031709e-11,-1.22106864173696,0.174,0.733,1.83337533273053e-06
"Pnpla2",4.6377794931446e-11,1.34555179044647,0.812,0.267,2.42681087537777e-06
"Cyrib",5.02602283782912e-11,1.1092210465309,0.725,0.089,2.62996697035085e-06
"Fhad1",6.0152192590301e-11,1.19846456581822,0.638,0,3.14758378167268e-06
"Rarg",6.39686702485164e-11,-0.667097245582757,0.029,0.578,3.34728860809412e-06
"Eya2",6.89344164095295e-11,-1.00259675252901,0.739,1,3.60713120746145e-06
"Tafa5",7.62348007326578e-11,-0.829785812247868,0.043,0.578,3.98913841793779e-06
"Ranbp1",9.07436522312233e-11,1.32767214248825,0.942,0.956,4.74834309030322e-06
"Hpcal1",9.6119481585736e-11,-0.974781644216985,0.754,0.956,5.02964411293681e-06
"Leprotl1",1.35107876809186e-10,-1.06807477348594,0.754,0.978,7.06978986979429e-06
"Hecw1",1.57551541700651e-10,-0.999346093975382,0.174,0.711,8.24419952256997e-06
"Cotl1",1.67128464631588e-10,-0.735943780920048,0.913,1,8.7453311687771e-06
"Cryba2",1.7272345762272e-10,-1.16116868277252,0,0.489,9.03810036702409e-06
"Acad10",1.73583442915812e-10,1.18794651270159,0.652,0.044,9.0831008174557e-06
"Retreg1",2.15290141346811e-10,-0.998959221794698,0.232,0.822,1.12654872262546e-05
"Cxxc5",2.70735353949422e-10,1.4564027956902,0.841,0.511,1.41667688661114e-05
"Fabp5",2.73577979389957e-10,1.21853021083883,0.971,1,1.43155149275383e-05
"Rnd2",3.0879417477441e-10,-1.42428561161818,0.232,0.733,1.61582727834205e-05
"H2az1",3.17762491008713e-10,1.00165612872497,0.986,1,1.66275578670129e-05
"Hrob",3.26682950282795e-10,-1.10007866789697,0.13,0.667,1.70943387394478e-05
"Cadps2",3.63560004526464e-10,-1.05161104477094,0.58,0.978,1.90240043568563e-05
"Prex1",3.8462102128642e-10,-0.938835086972391,0.594,0.956,2.01260641808545e-05
"Qdpr",3.90089122025891e-10,-1.20096281287975,0.812,0.978,2.04121934882488e-05
"H2bc4",3.97869268303065e-10,-1.25472354588543,0.435,0.889,2.08193052024945e-05
"Meis2",4.03095762787021e-10,2.3164415766116,0.754,0.2,2.10927919793565e-05
"Lmo4",4.15703673744999e-10,1.20687164422072,0.986,0.644,2.17525261360546e-05
"Usp46",4.44312316256814e-10,-0.707741402515836,0.101,0.667,2.32495305727703e-05
"R3hcc1",4.99436563915947e-10,-1.09827489077106,0.391,0.911,2.61340170800298e-05
